Beer Name (Full),Name,Country
Meantime Brewing Company Limited Coffee Porter,Coffee Porter,United Kingdom
Brouwerij Drie Fonteinen Zwet.Be,Zwet.Be,Belgium
Ridgeway Brewing Santa's Butt,Santa's Butt,United Kingdom
Meantime Brewing Company Limited London Porter,London Porter,United Kingdom
Starr Hill Brewery Box Car Pumpkin Porter,Boxcarr Pumpkin Porter,United States
Green Man Brewery Green Man Porter,Porter,United States
Yazoo Brewing Company Sly Rye Porter,Sly Rye Porter,United States
Short's Brewing Company Short's Publican Porter (Imperial London Porter),Publican Porter (Imperial London Porter),United States
D.L. Geary Brewing Company Geary's London Style Porter,Geary's London Porter,United States
Darwin Brewery Ltd. Original Flag Porter,Original Flag Porter,United Kingdom
Greenport Harbor Brewing Company Black Duck Porter,Black Duck Porter,United States
Federal Jack's Restaurant & Brew Pub Kennebunkport Porter,Kennebunkport Porter,United States
Ale Asylum Contorter,Contorter,United States
Salopian Brewing Company Ltd Entire Butt English Porter,Entire Butt English Porter,United Kingdom
"St. George Brewing Company, The Porter",Porter,United States
Cooperstown Brewing Company Benchwarmer Porter,Benchwarmer Porter,United States
Wychwood Brewery Company Ltd Black Wych,Black Wych,United Kingdom
Mill Street Brew Pub Mill Street Vanilla Porter,Vanilla Porter,Canada
Nethergate Brewery Co. Ltd. Old Growler,Old Growler,United Kingdom
Shipyard Brewing Co. Longfellow Winter Ale,Longfellow,United States
Molson Coors Canada Rickard's Dark,Rickard's Dark,Canada
Lancaster Brewing Company Porter,Shoo-Fly Pie Porter,United States
"Middle Ages Brewing Co., Ltd. Duke Of Winship",Duke Of Winship,United States
Williams Brothers Brewing Company Midnight Sun,Midnight Sun,United Kingdom
Phillips Brewing Company Longboat Double Chocolate Porter,Longboat Chocolate Porter,Canada
Big Woods Brewing Co. Busted Knuckle Red Ale,Busted Knuckle Ale,United States
RCH Brewery Old Slug Porter,Old Slug Porter,United Kingdom
Harvest Moon Brewery Pigs Ass Porter,Pigs Ass Porter,United States
French Broad Brewing Co. Anvil Porter,Anvil Porter,United States
Ballast Point Brewing Company Victory At Sea Coffee Vanilla Imperial Porter,Victory At Sea - Coffee And Vanilla,United States
Flying Dog Brewery Gonzo Imperial Porter,Gonzo,United States
Hill Farmstead Brewery Birth Of Tragedy,Birth Of Tragedy,United States
Flying Dog Brewery Barrel-Aged Gonzo Imperial Porter,Gonzo - Barrel-Aged,United States
Caldera Brewing Company Mogli,Mogli,United States
Tyranena Brewing Company The Devil Made Me Do It! Coffee Imperial Oatmeal Porter,The Devil Made Me Do It!,United States
Tyranena Brewing Company Dirty Old Man Imperial Rye Porter,Dirty Old Man Imperial Rye Porter,United States
Great Lakes Brewing Company Great Lakes Alberta Clipper,Alberta Clipper,United States
Tyranena Brewing Company Devil Over A Barrel - Bourbon Barrel-Aged Coffee Imperial Oatmeal Porter,Devil Over A Barrel Bourbon Barrel-Aged Imperial Coffee Oatmeal Porter,United States
Evil Twin Brewing Evil Twin Yang,Yin & Yang,Denmark
(512) Brewing Company (512) Whiskey Barrel Aged Double Pecan Porter,(512) Whiskey Barrel Aged Double Pecan Porter,United States
Two Brothers Brewing Company Red Eye Coffee Porter,Red Eye Coffee Porter,United States
Hill Farmstead Brewery Everett (Barrel Aged),Everett (Barrel Aged),United States
Ballast Point Brewing Company Victory At Sea (Barrel Aged) Imperial Porter,Victory At Sea - Barrel-Aged,United States
Short's Brewing Company Bourbon Black Cherry Porter,Black Cherry Porter,United States
Southampton Publick House Southampton Imperial Porter,Southampton Imperial Porter,United States
Laughing Dog Brewing Anubis Imperial Coffee Porter,Anubis,United States
Shipyard Brewing Co. Shipyard Imperial Porter (Pugsley's Signature Series),Pugsley's Signature Series: Imperial Porter,United States
Clown Shoes Pecan Pie Porter,Pecan Pie Porter,United States
To Øl Black Ball Porter,Black Ball Porter,Denmark
Founders Brewing Company Founders Porter,Porter,United States
Smuttynose Brewing Company Smuttynose Robust Porter,Robust Porter,United States
Einstök Ölgerð Icelandic Toasted Porter,Icelandic Toasted Porter,Iceland
Foothills Brewing Company Barrel Aged Peoples' Porter,People's Porter - Barrel-Aged,United States
Dark Horse Brewing Company Dark Horse Thirsty Trout Porter,Thirsty Trout Porter,United States
Tyranena Brewing Company Chief BlackHawk Porter,Chief BlackHawk Porter,United States
Speakeasy Ales & Lagers Payback Porter,Payback Porter,United States
Big Sky Brewing Company Bobo's Robust Porter,Bobo's Robust Porter,United States
Drake's Brewing Co. Drake's Black Robusto Porter,Black Robusto Porter,United States
Crow Peak Brewing Pile O' Dirt Porter,Pile O' Dirt Porter,United States
Kuhnhenn Brewing Company Kuhnhenn Penetration Porter,Penetration Porter,United States
Coop Ale Works Gran-Sport Porter,Gran Sport Porter,United States
Great Dane Pub & Brewing Company (Downtown) Black Earth Porter,Black Earth Porter,United States
Zero Gravity Craft Brewery / American Flatbread Black Cat Porter,Black Cat Porter,United States
Bridge Road Brewers Robust Porter,Robust Porter,Australia
Emmett's Brewing Company Robust Porter,Robust Porter,United States
Stone Brewing Co. Stone Smoked Porter,Smoked Porter,United States
Alaskan Brewing Co. Alaskan Smoked Porter,Smoked Porter,United States
O'Fallon Brewery Smoke (Smoked Porter),Smoked Porter,United States
Arcadia Brewing Company Arcadia London Porter,London Porter,United States
Tyranena Brewing Company Benji's Chipotle Smoked Imperial Porter,Benji's Chipotle Smoked Imperial Porter,United States
Captain Lawrence Brewing Co. Pleasantville Smoked Porter,Pleasantville Smoked Porter,United States
Ranger Creek Brewing & Distilling Mesquite Smoked Porter - MSP,Mesquite Smoked Porter - MSP,United States
Brouwerij Van Viven Viven Porter,Viven Porter / Viven Smoked Porter,Belgium
Grey Sail Brewing of Rhode Island Leaning Chimney Porter,Leaning Chimney Porter,United States
8 Wired Brewing Co. The Big Smoke,The Big Smoke,New Zealand
East End Brewing Company Smokestack Heritage Porter,Smokestack,United States
Swamp Head Brewery & Tasting Room Smoke Signal,Smoke Signal,United States
Rock Art Brewery Double Porter Smoked,Double Porter Smoked,United States
Fat Heads Brewery & Saloon Up In Smoke Smoked Porter,Up In Smoke Smoked Porter,United States
Choc Beer Co. / Pete's Place Smoked Porter,Smoked Porter,United States
Throwback Brewery Throwback Campfire Smoked Porter,Campfire Smoked Porter,United States
Bristol Brewing Company Smokebrush Porter,Smokebrush Porter,United States
The Vermont Pub & Brewery Vermont Smoked Porter,Vermont Smoked Porter,United States
Great Lakes Brewing Company Great Lakes Big Black Smoke,Big Black Smoke,United States
Spring House Brewing Company Smoked Porter,Smoked Porter,United States
Feral Brewing Co. Smoked Porter,Smoked Porter,Australia
Moat Mountain Smoke House & Brewing Co. Moat Smoke House Porter,Smoke House Porter,United States
"Middle Ages Brewing Co., Ltd. Smoked Porter",Smoked Porter,United States
"COAST Brewing Company Porter, Smoked","Porter, Smoked",United States
Captain Lawrence Brewing Co. Imperial Smoked Porter,Smoked Porter,United States
Davidson Brothers Restaurant & Brewery Smoked Porter,Smoked Porter,United States
Southern Tier Brewing Company Pumking,Pumking,United States
Dogfish Head Brewery Punkin Ale,Punkin Ale,United States
Shipyard Brewing Co. Pumpkinhead Ale,Pumpkinhead Ale,United States
Weyerbacher Brewing Co. Imperial Pumpkin Ale,Imperial Pumpkin Ale,United States
Boston Beer Company (Samuel Adams) Samuel Adams Harvest Pumpkin Ale,Samuel Adams Harvest Pumpkin Ale,United States
Brooklyn Brewery Post Road Pumpkin Ale,Post Road Pumpkin Ale,United States
Smuttynose Brewing Company Smuttynose Pumpkin Ale,Pumpkin Ale,United States
Shipyard Brewing Co. Shipyard Smashed Pumpkin (Pugsley's Signature Series),Pugsley's Signature Series: Smashed Pumpkin,United States
New Holland Brewing Company New Holland Ichabod Ale,Ichabod Ale,United States
Avery Brewing Company Rumpkin,Rumpkin,United States
Cigar City Brewing Good Gourd Imperial Pumpkin Ale,Good Gourd Imperial Pumpkin Ale,United States
Elysian Brewing Company Night Owl Pumpkin Ale,Night Owl Pumpkin Ale,United States
Buffalo Bill's Brewery Buffalo Bill's Pumpkin Ale,Buffalo Bill's Pumpkin Ale,United States
Matt Brewing Company Saranac Pumpkin Ale,Saranac Pumpkin Ale,United States
Harpoon Brewery UFO Pumpkin,UFO Pumpkin,United States
Saint Arnold Brewing Company Pumpkinator,Pumpkinator,United States
Jolly Pumpkin Artisan Ales La Parcela,La Parcela,United States
Heavy Seas Beer Heavy Seas - The Great Pumpkin,The Great’ER Pumpkin,United States
Elysian Brewing Company The Great Pumpkin,The Great Pumpkin,United States
Hoppin' Frog Brewery Frog's Hollow Double Pumpkin Ale,Frog's Hollow Double Pumpkin Ale,United States
Elysian Brewing Company Dark O' The Moon,Dark O' The Moon,United States
Cisco Brewers Inc. Pumple Drumkin Spiced Ale,Pumple Drumkin Spiced Ale,United States
Flying Dog Brewery The Fear,The Fear,United States
O'Fallon Brewery Pumpkin Ale,Pumpkin Beer,United States
Southampton Publick House Southampton Pumpkin Ale,Southampton Pumpkin Ale,United States
Cape Ann Brewing Company Fisherman's Pumpkin Stout,Fisherman's Pumpkin Stout,United States
Southern Tier Brewing Company Oak Aged Pumking,Pumking - Rum Barrel Aged,United States
Fat Heads Brewery & Saloon Spooky Tooth Imperial Pumpkin,Spooky Tooth Imperial Pumpkin,United States
River Horse Brewing Co. Hipp-O-Lantern,Hipp-O-Lantern Imperial Pumpkin Ale,United States
Blue Point Brewing Company Blue Point's Mother Pumpkin Ale,Mother Pumpkin Ale,United States
Brouwerij St. Bernardus NV St. Bernardus Abt 12,Abt 12,Belgium
Brasserie de Rochefort Trappistes Rochefort 10,Trappistes Rochefort 10,Belgium
Brewery Ommegang Three Philosophers Belgian Style Blend (Quadrupel),Three Philosophers,United States
Brouwerij Westvleteren (Sint-Sixtusabdij van Westvleteren) Trappist Westvleteren 12,Trappist Westvleteren 12 (XII),Belgium
Boulevard Brewing Co. The Sixth Glass,The Sixth Glass Quadrupel Ale,United States
Firestone Walker Brewing Co. Sticky Monkey,Stickee Monkee,United States
Boulevard Brewing Co. Bourbon Barrel Quad (BBQ),Bourbon Barrel Quad Barrel-Aged Ale (BBQ),United States
Bierbrouwerij De Koningshoeven B.V. La Trappe Quadrupel (Koningshoeven / Dominus),La Trappe Quadrupel (Koningshoeven / Dominus),Netherlands
De Struise Brouwers Pannepot,Pannepot,Belgium
Brouwerij St. Bernardus NV Christmas Ale,Christmas Ale,Belgium
Unibroue La Terrible,Terrible,Canada
Avery Brewing Company The Reverend,The Reverend,United States
Victory Brewing Company V-Twelve,V-Twelve,United States
Brouwerij Van Steenberge N.V. Gulden Draak Quad,Gulden Draak 9000 Quadruple,Belgium
Weyerbacher Brewing Co. Quad,Quad,United States
De Struise Brouwers Pannepot Reserva,Pannepot Reserva,Belgium
The Lost Abbey Judgment Day,Judgment Day,United States
Brouwerij Van Honsebrouck N.V. Kasteel Rouge,Kasteel Rouge,Belgium
Weyerbacher Brewing Co. Blasphemy,Blasphemy,United States
Brouwerij Van Honsebrouck N.V. Kasteel Donker,Kasteel Donker,Belgium
Brouwerij Straffe Hendrik / Huisbrouwerij De Halve Maan Straffe Hendrik Quadrupel,Straffe Hendrik Quadrupel,Belgium
Brasserie Dieu Du Ciel Rigor Mortis ABT,Rigor Mortis Abt,Canada
Smuttynose Brewing Company Smuttynose Gravitation (Big Beer Series),Smuttynose Gravitation (Big Beer Series),United States
Bierbrouwerij De Koningshoeven B.V. La Trappe Quadrupel Barrique (Oak Aged),La Trappe Quadrupel - Oak-Aged,Netherlands
De Leyerth Brouwerijen (Urthel) Urthel Samaranth,Urthel Samaranth,Belgium
Brouwerij Van Honsebrouck N.V. Kasteel Cuvée Du Chateau,Kasteel Cuvée Du Chateau,Belgium
Brasserie de l'Abbaye du Val-Dieu Val-Dieu Grand Cru,Grand Cru,Belgium
De Struise Brouwers St. Amatus 12,St. Amatus 12,Belgium
Charleville Vineyard Microbrewery Box Of Chocolate,Box Of Chocolate,United States
Sly Fox Brewing Company Ichor,Ichor,United States
Arcense Stoombierbouwerij (Hertog Jan Brouwerij) Hertog Jan Grand Prestige,Hertog Jan Grand Prestige,Netherlands
Brouwerij Smisje 't Smisje BBBourgondier,'t Smisje BBBourgondier,Belgium
Brewery Ommegang Bourbon Barrel Aged Three Philosophers,Three Philosophers - Bourbon Barrel-Aged,United States
New Belgium Brewing Fat Tire Amber Ale,Fat Tire Amber Ale,United States
Tröegs Brewing Company Tröegs Hopback Amber Ale,Hopback Amber Ale,United States
Lagunitas Brewing Company Censored,Censored,United States
Bear Republic Brewing Co. Red Rocket Ale,Red Rocket Ale,United States
Maine Beer Company Zoe,Zoe,United States
Rogue Ales Santa's Private Reserve Ale,Santa's Private Reserve Ale,United States
North Coast Brewing Co. Ruedrich's Red Seal Ale,Red Seal Ale,United States
Anderson Valley Brewing Company Boont Amber Ale,Boont Amber Ale,United States
Cigar City Brewing Tocobaga Red Ale,Tocobaga Red Ale,United States
Highland Brewing Highland Gaelic Ale,Gaelic Ale,United States
Rogue Ales American Amber Ale,American Amber Ale,United States
Breckenridge Brewery Avalanche Ale,Avalanche Amber Ale,United States
Ithaca Beer Company Cascazilla,CascaZilla,United States
Rogue Ales St. Rogue Red,St. Rogue Red,United States
Speakeasy Ales & Lagers Prohibition Ale,Prohibition Ale,United States
Mendocino Brewing Company Red Tail Ale,Red Tail Ale,United States
Switchback Brewing Company Switchback Ale,Switchback Ale,United States
"Lakefront Brewery, Inc. Fixed Gear",Fixed Gear,United States
BrewDog 5 A.M. Saint,5AM Saint,United Kingdom
Rogue Ales Captain Sig's Northwestern Ale,Captain Sig's Northwestern Ale,United States
AleSmith Brewing Company AleSmith My Bloody Valentine,My Bloody Valentine,United States
Ale Asylum Ambergeddon,Ambergeddon,United States
AleSmith Brewing Company AleSmith Evil Dead Red,Evil Dead Red,United States
Coronado Brewing Company Mermaid's Red Ale,Mermaid's Red Ale,United States
The Bruery Loakal Red,Loakal Red,United States
The Duck-Rabbit Craft Brewery Duck-Rabbit Amber Ale,Amber Ale,United States
Ninkasi Brewing Company Believer,Believer,United States
Saint Arnold Brewing Company Saint Arnold Amber Ale,Amber Ale,United States
Mad River Brewing Company Jamaica Red Ale,Jamaica Red Ale,United States
Local Option Morning Wood,Mourning Wood,United States
Boston Beer Company (Samuel Adams) Samuel Adams Mighty Oak Ale,Samuel Adams Mighty Oak Ale,United States
New Glarus Brewing Company Snowshoe Red Ale,Snowshoe Red Ale,United States
Brewery Vivant Big Red Coq,Big Red Coq,United States
Tröegs Brewing Company Tröegs Nugget Nectar,Nugget Nectar,United States
Oskar Blues Grill & Brew G'Knight Imperial Red Ale,G'Knight,United States
Green Flash Brewing Co. Green Flash Hop Head Red Ale,Hop Head Red Ale,United States
Lagunitas Brewing Company Lagunitas Lucky 13 Mondo Large Red Ale,Lucky 13 Mondo Large Red Ale,United States
Great Lakes Brewing Company Great Lakes Nosferatu,Nosferatu,United States
Ballast Point Brewing Company Tongue Buckler - Imperial Red Ale,Tongue Buckler - Imperial Red Ale,United States
Grand Teton Brewing Co. Pursuit Of Hoppiness,Pursuit Of Hoppiness,United States
Short's Brewing Company Aorta Ale (Double Red Ale),Aorta Ale (Double Red Ale),United States
Mad River Brewing Company Double Dread Imperial Red Ale,Double Dread Imperial Red Ale,United States
Peak Organic Brewing Company King Crimson,King Crimson,United States
Upland Brewing Company Ard Ri,Ard Ri,United States
New Albanian Brewing Company - Pizzeria and Public House Elector Imperial Red Ale,Elector Imperial Red Ale,United States
Odell Brewing Company Odell Extra Special Red Ale,Extra Special Red,United States
Iron Horse Brewery Double Rainbow Ale,Double Rainbow,United States
Marble Brewery Imperial Red Ale,Imperial Red Ale,United States
Grand Teton Brewing Co. Bone Warmer Amber Ale,Bone Warmer Imperial Amber Ale,United States
Lavery Brewing Company Lavery Imperial Red Ale,Lavery Imperial Red Ale,United States
Columbus Brewing Company Columbus Uncle Rusty,Uncle Rusty,United States
Austin Beerworks Battle Axe,Battle Axe,United States
Guinness Ltd. Smithwick's,Smithwick's Imported Premium Irish Ale,Ireland
Boston Beer Company (Samuel Adams) Samuel Adams Irish Red,Samuel Adams Irish Red,United States
Great Lakes Brewing Company Great Lakes Conway's Irish Ale,Conway's Irish Ale,United States
Smithwick's Brewery / Irish Ale Breweries Ltd Smithwick's Ale,Smithwick's Ale,Ireland
Guinness Ltd. Kilkenny Irish Cream Ale,Kilkenny Irish Cream Ale,Ireland
Murphy Brewery Ireland Limited Murphy's Irish Red Beer,Murphy's Irish Red,Ireland
Boulevard Brewing Co. Irish Ale,Irish Ale,United States
Karl Strauss Brewing Company Red Trolley Ale,Red Trolley Ale,United States
Carlow Brewing Company O'Hara's Irish Red,O'Hara's Irish Red,Ireland
Boston Beer Company (Samuel Adams) Samuel Adams Brick Red,Samuel Adams Brick Red,United States
Short's Brewing Company Short's The Magician,The Magician,United States
Matt Brewing Company Saranac Irish Red Ale,Saranac Irish Red Ale,United States
Pabst Brewing Company McSorley's Irish Pale Ale,McSorley's Irish Pale Ale,United States
Alpine Beer Company McIlhenney's Irish Red,McIlhenney's Irish Red,United States
Thomas Creek Brewery River Falls Red Ale,River Falls Red Ale,United States
Thomas Hooker Brewing Company Thomas Hooker Irish Style Red Ale,Irish Red Ale,United States
Casco Bay Brewing Co. Casco Bay RipTide Red Ale,Casco Bay Riptide Red Ale,United States
BJ's Chicago Pizza & Brewery Inc. BJ's Jeremiah Red Ale,Jeremiah Red Ale,United States
Moylan's Brewery Danny's Irish Style Red Ale,Danny's Irish Style Red Ale,United States
